,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
1006,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,itraconazole,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol DRUG lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1007,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,lamotrigine,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole DRUG levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1008,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,levothyroxine,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine DRUG lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1009,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,lorazepam,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine DRUG methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1010,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,methadone,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam DRUG midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1011,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,midazolam,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone DRUG mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1012,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,mirtazapine,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam DRUG nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1013,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,nortriptyline,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine DRUG olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1014,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,olanzapine,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline DRUG oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1015,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,contraceptives,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral GROUP (3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1016,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,oxcarbazepine,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) DRUG Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1017,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,Phenytoin,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine DRUG (4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1018,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,praziquantel,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) DRUG protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1019,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,protease inhibitors,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel GROUP quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1020,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,quetiapine,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors DRUG risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1021,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,risperidone,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine DRUG theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1022,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,theophylline,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone DRUG topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1023,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,topiramate,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline DRUG tiagabine tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1024,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,tiagabine,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate DRUG tramadol triazolam valproate warfarin(5) ziprasidone zonisamide.
1025,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,tramadol,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine DRUG triazolam valproate warfarin(5) ziprasidone zonisamide.
1026,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,triazolam,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol DRUG valproate warfarin(5) ziprasidone zonisamide.
1027,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,valproate,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam DRUG warfarin(5) ziprasidone zonisamide.
