,sentence_text,e1,e2,relation_type,normalized_sentence
1691,"However, patients on digoxin may show elevations of digoxin concentrations after initiation of therapy with FLOLAN, which may be clinically significant in patients prone to digoxin toxicity.",digoxin,FLOLAN,mechanism,"However_bf ,_bf patients_bf DRUG may_be show_be elevations_be DRUG concentrations_af initiation_af therapy_af OTHER_DRUG ,_af may_af clinically_af significant_af patients_af prone_af DRUG toxicity_af ._af"
1692,"Mineral oil interferes with the absorption of fat-soluble vitamins, including vitamin D preparations.",Mineral oil,fat-soluble vitamins,mechanism,"Mineral_bf oil_bf interferes_bf absorption_bf fat-soluble_bf vitamins_bf ,_bf including_bf vitamin_bf D_bf preparations_bf ._bf"
1693,"Mineral oil interferes with the absorption of fat-soluble vitamins, including vitamin D preparations.",Mineral oil,vitamin D preparations,mechanism,"Mineral_bf oil_bf interferes_bf absorption_bf fat-soluble_bf vitamins_bf ,_bf including_bf vitamin_bf D_bf preparations_bf ._bf"
1694,Administration of thiazide diuretics to hypoparathyroid patients who are concurrently being treated with ergocalciferol may cause hypercalcemia.,thiazide diuretics,ergocalciferol,effect,Administration_bf thiazide_bf diuretics_bf hypoparathyroid_bf patients_bf concurrently_bf treated_bf OTHER_DRUG may_be cause_be hypercalcemia_be ._be
1695,The effects of ERGOMAR may be potentiated by triacetyloleandomycin which inhibits the metabolism of ergotamine.,ERGOMAR,triacetyloleandomycin,mechanism,The_bf effects_bf DRUG may_be potentiated_be OTHER_DRUG inhibits_af metabolism_af ergotamine_af ._af
1696,The effects of ERGOMAR may be potentiated by triacetyloleandomycin which inhibits the metabolism of ergotamine.,triacetyloleandomycin,ergotamine,mechanism,The_bf effects_bf ERGOMAR_bf may_bf potentiated_bf DRUG inhibits_be metabolism_be OTHER_DRUG ._af
1697,The pressor effects of ERGOMAR and other vasoconstrictor drugs can combine to cause dangerous hypertension.,ERGOMAR,vasoconstrictor drugs,effect,The_bf pressor_bf effects_bf DRUG vasoconstrictor_be drugs_be combine_be cause_be dangerous_be hypertension_be ._be
1698,"When ertapenem is co-administered with probenecid (500 mg p.o. every 6 hours), probenecid competes for active tubular secretion and reduces the renal clearance of ertapenem.",probenecid,ertapenem,mechanism,"When_bf OTHER_DRUG co-administered_be DRUG (500_af mg_af p_af ._af ._af every_af 6_af hours)_af ,_af DRUG competes_af active_af tubular_af secretion_af reduces_af renal_af clearance_af OTHER_DRUG ._af"
1699,"Based on total ertapenem concentrations, probenecid increased the AUC by 25% and reduced the plasma and renal clearances by 20% and 35%, respectively.",ertapenem,probenecid,mechanism,"Based_bf total_bf DRUG concentrations_be ,_be OTHER_DRUG increased_af AUC_af 25%_af reduced_af plasma_af renal_af clearances_af 20%_af 35%_af ,_af respectively_af ._af"
1700,"Because of the small effect on half-life, the coadministration with probenecid to extend the half-life of ertapenem is not recommended.",probenecid,ertapenem,advise,"Because_bf small_bf effect_bf half-life_bf ,_bf coadministration_bf DRUG extend_be half-life_be OTHER_DRUG recommended_af ._af"
1701,Erythromycin use in patients who are receiving high doses of theophylline may be associated with an increase in serum theophylline levels and potential theophylline toxicity.,Erythromycin,theophylline,effect,DRUG use_be patients_be receiving_be high_be doses_be OTHER_DRUG may_af associated_af increase_af serum_af OTHER_DRUG levels_af potential_af OTHER_DRUG toxicity_af ._af
1702,"In case of theophylline toxicity and/or elevated serum theophylline levels, the dose of theophylline should be reduced while the patient is receiving concomitant erythromycin therapy.",theophylline,erythromycin,advise,"In_bf case_bf DRUG toxicity_be and/or_be elevated_be serum_be DRUG levels_af ,_af dose_af DRUG reduced_af patient_af receiving_af concomitant_af OTHER_DRUG therapy_af ._af"
1703,Concomitant administration of erythromycin and digoxin has been reported to result in elevated digoxin serum levels.,erythromycin,digoxin,mechanism,Concomitant_bf administration_bf DRUG OTHER_DRUG reported_af result_af elevated_af OTHER_DRUG serum_af levels_af ._af
1704,There have been reports of increased anticoagulant effects when erythromycin and oral anticoagulants were used concomitantly.,erythromycin,anticoagulants,effect,There_bf reports_bf increased_bf anticoagulant_bf effects_bf DRUG oral_be OTHER_DRUG used_af concomitantly_af ._af
1705,Concurrent use of erythromycin and ergotamine or dihydroergotamine has been associated in some patients with acute ergot toxicity characterized by severe peripheral vasospasm and dysesthesia.,erythromycin,ergotamine,effect,Concurrent_bf use_bf DRUG OTHER_DRUG dihydroergotamine_af associated_af patients_af acute_af ergot_af toxicity_af characterized_af severe_af peripheral_af vasospasm_af dysesthesia_af ._af
1706,Concurrent use of erythromycin and ergotamine or dihydroergotamine has been associated in some patients with acute ergot toxicity characterized by severe peripheral vasospasm and dysesthesia.,erythromycin,dihydroergotamine,effect,Concurrent_bf use_bf DRUG ergotamine_be OTHER_DRUG associated_af patients_af acute_af ergot_af toxicity_af characterized_af severe_af peripheral_af vasospasm_af dysesthesia_af ._af
1707,Erythromycin has been reported to decrease the clearance of triazolam and midazolam and thus may increase the pharmacologic effect of these benzodiazepines.,Erythromycin,triazolam,mechanism,DRUG reported_be decrease_be clearance_be OTHER_DRUG midazolam_af thus_af may_af increase_af pharmacologic_af effect_af benzodiazepines_af ._af
1708,Erythromycin has been reported to decrease the clearance of triazolam and midazolam and thus may increase the pharmacologic effect of these benzodiazepines.,Erythromycin,midazolam,mechanism,DRUG reported_be decrease_be clearance_be triazolam_be OTHER_DRUG thus_af may_af increase_af pharmacologic_af effect_af benzodiazepines_af ._af
1709,Erythromycin has been reported to decrease the clearance of triazolam and midazolam and thus may increase the pharmacologic effect of these benzodiazepines.,Erythromycin,benzodiazepines,effect,DRUG reported_be decrease_be clearance_be triazolam_be midazolam_be thus_be may_be increase_be pharmacologic_be effect_be OTHER_DRUG ._af
1710,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,carbamazepine,int,"There_bf reports_bf interactions_bf DRUG OTHER_DRUG ,_af cyclosporine_af ,_af tacrolimus_af ,_af hexobarbital_af ,_af phenytoin_af ,_af alfentanil_af ,_af cisapride_af ,_af disopyramide_af ,_af lovastatin_af ,_af bromocriptine_af ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1711,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,cyclosporine,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be OTHER_DRUG ,_af tacrolimus_af ,_af hexobarbital_af ,_af phenytoin_af ,_af alfentanil_af ,_af cisapride_af ,_af disopyramide_af ,_af lovastatin_af ,_af bromocriptine_af ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1712,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,tacrolimus,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be OTHER_DRUG ,_af hexobarbital_af ,_af phenytoin_af ,_af alfentanil_af ,_af cisapride_af ,_af disopyramide_af ,_af lovastatin_af ,_af bromocriptine_af ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1713,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,hexobarbital,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be OTHER_DRUG ,_af phenytoin_af ,_af alfentanil_af ,_af cisapride_af ,_af disopyramide_af ,_af lovastatin_af ,_af bromocriptine_af ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1714,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,phenytoin,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be hexobarbital_be ,_be OTHER_DRUG ,_af alfentanil_af ,_af cisapride_af ,_af disopyramide_af ,_af lovastatin_af ,_af bromocriptine_af ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1715,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,alfentanil,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be hexobarbital_be ,_be phenytoin_be ,_be OTHER_DRUG ,_af cisapride_af ,_af disopyramide_af ,_af lovastatin_af ,_af bromocriptine_af ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1716,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,cisapride,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be hexobarbital_be ,_be phenytoin_be ,_be alfentanil_be ,_be OTHER_DRUG ,_af disopyramide_af ,_af lovastatin_af ,_af bromocriptine_af ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1717,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,disopyramide,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be hexobarbital_be ,_be phenytoin_be ,_be alfentanil_be ,_be cisapride_be ,_be OTHER_DRUG ,_af lovastatin_af ,_af bromocriptine_af ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1718,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,lovastatin,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be hexobarbital_be ,_be phenytoin_be ,_be alfentanil_be ,_be cisapride_be ,_be disopyramide_be ,_be OTHER_DRUG ,_af bromocriptine_af ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1719,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,bromocriptine,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be hexobarbital_be ,_be phenytoin_be ,_be alfentanil_be ,_be cisapride_be ,_be disopyramide_be ,_be lovastatin_be ,_be OTHER_DRUG ,_af valproate_af ,_af terfenadine_af ,_af astemizole_af ._af"
1720,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,valproate,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be hexobarbital_be ,_be phenytoin_be ,_be alfentanil_be ,_be cisapride_be ,_be disopyramide_be ,_be lovastatin_be ,_be bromocriptine_be ,_be OTHER_DRUG ,_af terfenadine_af ,_af astemizole_af ._af"
1721,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,terfenadine,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be hexobarbital_be ,_be phenytoin_be ,_be alfentanil_be ,_be cisapride_be ,_be disopyramide_be ,_be lovastatin_be ,_be bromocriptine_be ,_be valproate_be ,_be OTHER_DRUG ,_af astemizole_af ._af"
1722,"There have been reports of interactions of erythromycin with carbamazepine, cyclosporine, tacrolimus, hexobarbital, phenytoin, alfentanil, cisapride, disopyramide, lovastatin, bromocriptine, valproate, terfenadine, and astemizole.",erythromycin,astemizole,int,"There_bf reports_bf interactions_bf DRUG carbamazepine_be ,_be cyclosporine_be ,_be tacrolimus_be ,_be hexobarbital_be ,_be phenytoin_be ,_be alfentanil_be ,_be cisapride_be ,_be disopyramide_be ,_be lovastatin_be ,_be bromocriptine_be ,_be valproate_be ,_be terfenadine_be ,_be OTHER_DRUG ._af"
1723,Erythromycin has been reported to significantly alter the metabolism of nonsedating antihistamines terfenadine and astemizole when taken concomitantly.,Erythromycin,terfenadine,mechanism,DRUG reported_be significantly_be alter_be metabolism_be nonsedating_be antihistamines_be OTHER_DRUG astemizole_af taken_af concomitantly_af ._af
1724,Erythromycin has been reported to significantly alter the metabolism of nonsedating antihistamines terfenadine and astemizole when taken concomitantly.,Erythromycin,astemizole,mechanism,DRUG reported_be significantly_be alter_be metabolism_be nonsedating_be antihistamines_be terfenadine_be OTHER_DRUG taken_af concomitantly_af ._af
1725,"In addition, deaths have been reported rarely with concomitant administration of terfenadine and erythromycin.",terfenadine,erythromycin,effect,"In_bf addition_bf ,_bf deaths_bf reported_bf rarely_bf concomitant_bf administration_bf DRUG OTHER_DRUG ._af"
1726,"There have been postmarketing reports of drug interactions when erythromycin is coadministered with cisapride, resulting in QT prolongation, cardiac arrythmias, ventricular tachycardia, ventricular fibrulation, and torsades de pointes, most like due to inhibition of hepatic metabolism of cisapride by erythromycin.",erythromycin,cisapride,effect,"There_bf postmarketing_bf reports_bf drug_bf interactions_bf DRUG coadministered_be OTHER_DRUG ,_af resulting_af QT_af prolongation_af ,_af cardiac_af arrythmias_af ,_af ventricular_af tachycardia_af ,_af ventricular_af fibrulation_af ,_af torsades_af de_af pointes_af ,_af like_af due_af inhibition_af hepatic_af metabolism_af OTHER_DRUG DRUG ._af"
1727,"There have been postmarketing reports of drug interactions when erythromycin is coadministered with cisapride, resulting in QT prolongation, cardiac arrythmias, ventricular tachycardia, ventricular fibrulation, and torsades de pointes, most like due to inhibition of hepatic metabolism of cisapride by erythromycin.",cisapride,erythromycin,mechanism,"There_bf postmarketing_bf reports_bf drug_bf interactions_bf OTHER_DRUG coadministered_be DRUG ,_af resulting_af QT_af prolongation_af ,_af cardiac_af arrythmias_af ,_af ventricular_af tachycardia_af ,_af ventricular_af fibrulation_af ,_af torsades_af de_af pointes_af ,_af like_af due_af inhibition_af hepatic_af metabolism_af DRUG OTHER_DRUG ._af"
1728,Patients receiving concomitant lovastatin and erythromycin should be carefully monitored;,lovastatin,erythromycin,advise,Patients_bf receiving_bf concomitant_bf DRUG OTHER_DRUG carefully_af monitored;_af
1729,"Alcohol - Although LEXAPRO did not potentiate the cognitive and motor effects of alcohol in a clinical trial, as with other psychotropic medications, the use of alcohol by patients taking LEXAPRO is not recommended.",psychotropic medications,LEXAPRO,advise,"Alcohol_bf -_bf Although_bf OTHER_DRUG potentiate_be cognitive_be motor_be effects_be alcohol_be clinical_be trial_be ,_be psychotropic_be medications_be ,_be use_be alcohol_be patients_be taking_be OTHER_DRUG recommended_af ._af"
1730,"Alcohol - Although LEXAPRO did not potentiate the cognitive and motor effects of alcohol in a clinical trial, as with other psychotropic medications, the use of alcohol by patients taking LEXAPRO is not recommended.",alcohol,LEXAPRO,advise,"DRUG -_be Although_be OTHER_DRUG potentiate_af cognitive_af motor_af effects_af DRUG clinical_af trial_af ,_af psychotropic_af medications_af ,_af use_af DRUG patients_af taking_af OTHER_DRUG recommended_af ._af"
1731,Epidemiological studies of the case-control and cohort design that have demonstrated an association between use of psychotropic drugs that interfere with serotonin reuptake and the occurrence of upper gastrointestinal bleeding have also shown that concurrent use of an NSAID or aspirin potentiated the risk of bleeding.,psychotropic drugs,NSAID,effect,Epidemiological_bf studies_bf case-control_bf cohort_bf design_bf demonstrated_bf association_bf use_bf psychotropic_bf drugs_bf interfere_bf serotonin_bf reuptake_bf occurrence_bf upper_bf gastrointestinal_bf bleeding_bf also_bf shown_bf concurrent_bf use_bf OTHER_DRUG aspirin_be potentiated_be risk_be bleeding_be ._be
1732,Epidemiological studies of the case-control and cohort design that have demonstrated an association between use of psychotropic drugs that interfere with serotonin reuptake and the occurrence of upper gastrointestinal bleeding have also shown that concurrent use of an NSAID or aspirin potentiated the risk of bleeding.,psychotropic drugs,aspirin,effect,Epidemiological_bf studies_bf case-control_bf cohort_bf design_bf demonstrated_bf association_bf use_bf psychotropic_bf drugs_bf interfere_bf serotonin_bf reuptake_bf occurrence_bf upper_bf gastrointestinal_bf bleeding_bf also_bf shown_bf concurrent_bf use_bf NSAID_bf OTHER_DRUG potentiated_be risk_be bleeding_be ._be
1733,"Cimetidine - In subjects who had received 21 days of 40 mg/day racemic citalopram, combined administration of 400 mg/day cimetidine for 8 days resulted in an increase in citalopram AUC and Cmax of 43% and 39%, respectively.",citalopram,cimetidine,mechanism,"OTHER_DRUG -_be In_be subjects_be received_be 21_be days_be 40_be mg/day_be racemic_be DRUG ,_af combined_af administration_af 400_af mg/day_af OTHER_DRUG 8_af days_af resulted_af increase_af DRUG AUC_af Cmax_af 43%_af 39%_af ,_af respectively_af ._af"
1734,"Because lithium may enhance the serotonergic effects of escitalopram, caution should be exercised when LEXAPRO and lithium are coadministered.",lithium,escitalopram,effect,"Because_bf DRUG may_be enhance_be serotonergic_be effects_be OTHER_DRUG ,_af caution_af exercised_af LEXAPRO_af DRUG coadministered_af ._af"
1735,"Because lithium may enhance the serotonergic effects of escitalopram, caution should be exercised when LEXAPRO and lithium are coadministered.",LEXAPRO,lithium,advise,"Because_bf OTHER_DRUG may_be enhance_be serotonergic_be effects_be escitalopram_be ,_be caution_be exercised_be DRUG OTHER_DRUG coadministered_af ._af"
1736,"Pimozide and Celexa - In a controlled study, a single dose of pimozide 2 mg co-administered with racemic citalopram 40 mg given once daily for 11 days was associated with a mean increase in QTc values of approximately 10 msec compared to pimozide given alone.",pimozide,citalopram,effect,"DRUG Celexa_be -_be In_be controlled_be study_be ,_be single_be dose_be DRUG 2_af mg_af co-administered_af racemic_af OTHER_DRUG 40_af mg_af given_af daily_af 11_af days_af associated_af mean_af increase_af QTc_af values_af approximately_af 10_af msec_af compared_af DRUG given_af alone_af ._af"
1737,"Sumatriptan - There have been rare postmarketing reports describing patients with weakness, hyperreflexia, and incoordination following the use of a selective serotonin reuptake inhibitor (SSRI) and sumatriptan.",selective serotonin reuptake inhibitor,sumatriptan,effect,"OTHER_DRUG -_be There_be rare_be postmarketing_be reports_be describing_be patients_be weakness_be ,_be hyperreflexia_be ,_be incoordination_be following_be use_be selective_be serotonin_be reuptake_be inhibitor_be (SSRI)_be OTHER_DRUG ._af"
1738,"Sumatriptan - There have been rare postmarketing reports describing patients with weakness, hyperreflexia, and incoordination following the use of a selective serotonin reuptake inhibitor (SSRI) and sumatriptan.",SSRI,sumatriptan,effect,"OTHER_DRUG -_be There_be rare_be postmarketing_be reports_be describing_be patients_be weakness_be ,_be hyperreflexia_be ,_be incoordination_be following_be use_be selective_be serotonin_be reuptake_be inhibitor_be (SSRI)_be OTHER_DRUG ._af"
1739,"If concomitant treatment with sumatriptan and an SSRI (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline, citalopram, escitalopram) is clinically warranted, appropriate observation of the patient is advised.",sumatriptan,SSRI,advise,"If_bf concomitant_bf treatment_bf DRUG OTHER_DRUG (e_af ._af g_af ._af ,_af fluoxetine_af ,_af fluvoxamine_af ,_af paroxetine_af ,_af sertraline_af ,_af citalopram_af ,_af escitalopram)_af clinically_af warranted_af ,_af appropriate_af observation_af patient_af advised_af ._af"
1740,"If concomitant treatment with sumatriptan and an SSRI (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline, citalopram, escitalopram) is clinically warranted, appropriate observation of the patient is advised.",sumatriptan,fluoxetine,advise,"If_bf concomitant_bf treatment_bf DRUG SSRI_be (e_be ._be g_be ._be ,_be OTHER_DRUG ,_af fluvoxamine_af ,_af paroxetine_af ,_af sertraline_af ,_af citalopram_af ,_af escitalopram)_af clinically_af warranted_af ,_af appropriate_af observation_af patient_af advised_af ._af"
1741,"If concomitant treatment with sumatriptan and an SSRI (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline, citalopram, escitalopram) is clinically warranted, appropriate observation of the patient is advised.",sumatriptan,fluvoxamine,advise,"If_bf concomitant_bf treatment_bf DRUG SSRI_be (e_be ._be g_be ._be ,_be fluoxetine_be ,_be OTHER_DRUG ,_af paroxetine_af ,_af sertraline_af ,_af citalopram_af ,_af escitalopram)_af clinically_af warranted_af ,_af appropriate_af observation_af patient_af advised_af ._af"
1742,"If concomitant treatment with sumatriptan and an SSRI (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline, citalopram, escitalopram) is clinically warranted, appropriate observation of the patient is advised.",sumatriptan,paroxetine,advise,"If_bf concomitant_bf treatment_bf DRUG SSRI_be (e_be ._be g_be ._be ,_be fluoxetine_be ,_be fluvoxamine_be ,_be OTHER_DRUG ,_af sertraline_af ,_af citalopram_af ,_af escitalopram)_af clinically_af warranted_af ,_af appropriate_af observation_af patient_af advised_af ._af"
1743,"If concomitant treatment with sumatriptan and an SSRI (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline, citalopram, escitalopram) is clinically warranted, appropriate observation of the patient is advised.",sumatriptan,sertraline,advise,"If_bf concomitant_bf treatment_bf DRUG SSRI_be (e_be ._be g_be ._be ,_be fluoxetine_be ,_be fluvoxamine_be ,_be paroxetine_be ,_be OTHER_DRUG ,_af citalopram_af ,_af escitalopram)_af clinically_af warranted_af ,_af appropriate_af observation_af patient_af advised_af ._af"
1744,"If concomitant treatment with sumatriptan and an SSRI (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline, citalopram, escitalopram) is clinically warranted, appropriate observation of the patient is advised.",sumatriptan,citalopram,advise,"If_bf concomitant_bf treatment_bf DRUG SSRI_be (e_be ._be g_be ._be ,_be fluoxetine_be ,_be fluvoxamine_be ,_be paroxetine_be ,_be sertraline_be ,_be OTHER_DRUG ,_af escitalopram)_af clinically_af warranted_af ,_af appropriate_af observation_af patient_af advised_af ._af"
1745,"If concomitant treatment with sumatriptan and an SSRI (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline, citalopram, escitalopram) is clinically warranted, appropriate observation of the patient is advised.",sumatriptan,escitalopram,advise,"If_bf concomitant_bf treatment_bf DRUG SSRI_be (e_be ._be g_be ._be ,_be fluoxetine_be ,_be fluvoxamine_be ,_be paroxetine_be ,_be sertraline_be ,_be citalopram_be ,_be escitalopram)_be clinically_be warranted_be ,_be appropriate_be observation_be patient_be advised_be ._be"
1746,"Although trough citalopram plasma levels were unaffected, given the enzyme-inducing properties of carbamazepine, the possibility that carbamazepine might increase the clearance of escitalopram should be considered if the two drugs are coadministered.",carbamazepine,escitalopram,mechanism,"Although_bf trough_bf citalopram_bf plasma_bf levels_bf unaffected_bf ,_bf given_bf enzyme-inducing_bf properties_bf DRUG ,_be possibility_be DRUG might_af increase_af clearance_af OTHER_DRUG considered_af two_af drugs_af coadministered_af ._af"
1747,"Ketoconazole - Combined administration of racemic citalopram (40 mg) and ketoconazole (200 mg) decreased the Cmax and AUC of ketoconazole by 21% and 10%, respectively, and did not significantly affect the pharmacokinetics of citalopram.",citalopram,ketoconazole,mechanism,"OTHER_DRUG -_be Combined_be administration_be racemic_be DRUG (40_af mg)_af OTHER_DRUG (200_af mg)_af decreased_af Cmax_af AUC_af OTHER_DRUG 21%_af 10%_af ,_af respectively_af ,_af significantly_af affect_af pharmacokinetics_af DRUG ._af"
1748,"However, there are limited in vivo data suggesting a modest CYP2D6 inhibitory effect for escitalopram, i.e., coadministration of escitalopram (20 mg/day for 21 days) with the tricyclic antidepressant desipramine (single dose of 50 mg), a substrate for CYP2D6, resulted in a 40% increase in Cmax and a 100% increase in AUC of desipramine.",escitalopram,desipramine,mechanism,"However_bf ,_bf limited_bf vivo_bf data_bf suggesting_bf modest_bf CYP2D6_bf inhibitory_bf effect_bf DRUG ,_be ._be ._be ,_be coadministration_be DRUG (20_af mg/day_af 21_af days)_af tricyclic_af antidepressant_af OTHER_DRUG (single_af dose_af 50_af mg)_af ,_af substrate_af CYP2D6_af ,_af resulted_af 40%_af increase_af Cmax_af 100%_af increase_af AUC_af OTHER_DRUG ._af"
1749,Metoprolol - Administration of 20 mg/day LEXAPRO for 21 days in healthy volunteers resulted in a 50% increase in Cmax and 82% increase in AUC of the beta-adrenergic blocker metoprolol (given in a single dose of 100 mg).,LEXAPRO,metoprolol,mechanism,OTHER_DRUG -_be Administration_be 20_be mg/day_be DRUG 21_af days_af healthy_af volunteers_af resulted_af 50%_af increase_af Cmax_af 82%_af increase_af AUC_af beta-adrenergic_af blocker_af OTHER_DRUG (given_af single_af dose_af 100_af mg)_af ._af
1750,"Concomitant Administration with Racemic Citalopram Citalopram - Since escitalopram is the active isomer of racemic citalopram (Celexa), the two agents should not be coadministered.",escitalopram,citalopram,advise,"Concomitant_bf Administration_bf Racemic_bf OTHER_DRUG OTHER_DRUG -_af Since_af DRUG active_af isomer_af racemic_af OTHER_DRUG (Celexa)_af ,_af two_af agents_af coadministered_af ._af"
1751,"Concomitant Administration with Racemic Citalopram Citalopram - Since escitalopram is the active isomer of racemic citalopram (Celexa), the two agents should not be coadministered.",escitalopram,Celexa,advise,"Concomitant_bf Administration_bf Racemic_bf Citalopram_bf Citalopram_bf -_bf Since_bf DRUG active_be isomer_be racemic_be citalopram_be (Celexa)_be ,_be two_be agents_be coadministered_be ._be"
1752,"Catecholamine-depleting drugs, e.g., reserpine, may have an additive effect when given with beta blocking agents.",reserpine,beta blocking agents,effect,"Catecholamine-depleting_bf drugs_bf ,_bf ._bf g_bf ._bf ,_bf DRUG ,_be may_be additive_be effect_be given_be beta_be blocking_be agents_be ._be"
1753,"BREVIBLOC concentrations were equivocally higher when given with warfarin, but this is not likely to be clinically important.",BREVIBLOC,warfarin,mechanism,"DRUG concentrations_be equivocally_be higher_be given_be OTHER_DRUG ,_af likely_af clinically_af important_af ._af"
1754,"When digoxin and BREVIBLOC were concomitantly administered intravenously to normal volunteers, there was a 10-20% increase in digoxin blood levels at some time points.",digoxin,BREVIBLOC,mechanism,"When_bf DRUG OTHER_DRUG concomitantly_af administered_af intravenously_af normal_af volunteers_af ,_af 10-20%_af increase_af DRUG blood_af levels_af time_af points_af ._af"
1755,"When intravenous morphine and BREVIBLOC were concomitantly administered in normal subjects, no effect on morphine blood levels was seen, but BREVIBLOC steady-state blood levels were increased by 46% in the presence of morphine.",BREVIBLOC,morphine,mechanism,"When_bf intravenous_bf OTHER_DRUG DRUG concomitantly_af administered_af normal_af subjects_af ,_af effect_af OTHER_DRUG blood_af levels_af seen_af ,_af DRUG steady-state_af blood_af levels_af increased_af 46%_af presence_af OTHER_DRUG ._af"
1756,"The onset of neuromuscular blockade by succinylcholine was unaffected by BREVIBLOC, but the duration of neuromuscular blockade was prolonged from 5 minutes to 8 minutes.",succinylcholine,BREVIBLOC,effect,"The_bf onset_bf neuromuscular_bf blockade_bf DRUG unaffected_be OTHER_DRUG ,_af duration_af neuromuscular_af blockade_af prolonged_af 5_af minutes_af 8_af minutes_af ._af"
