,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
1139,"Ketoconazole tablets may alter the metabolism of cyclosporine, tacrolimus, and methylprednisolone, resulting in elevated plasma concentrations of the latter drugs.",Ketoconazole,tacrolimus,mechanism,DRUG tablets may alter metabolism cyclosporine OTHER_DRUG methylprednisolone resulting elevated plasma concentrations latter drugs.
1140,"Ketoconazole tablets may alter the metabolism of cyclosporine, tacrolimus, and methylprednisolone, resulting in elevated plasma concentrations of the latter drugs.",Ketoconazole,methylprednisolone,mechanism,DRUG tablets may alter metabolism cyclosporine tacrolimus OTHER_DRUG resulting elevated plasma concentrations latter drugs.
1141,Coadministration of NIZORAL  Tablets with midazolam or triazolam has resulted in elevated plasma concentrations of the latter two drugs.,NIZORAL,midazolam,mechanism,Coadministration DRUG Tablets OTHER_DRUG triazolam resulted elevated plasma concentrations latter two drugs.
1142,Coadministration of NIZORAL  Tablets with midazolam or triazolam has resulted in elevated plasma concentrations of the latter two drugs.,NIZORAL,triazolam,mechanism,Coadministration DRUG Tablets midazolam OTHER_DRUG resulted elevated plasma concentrations latter two drugs.
1143,"It is, therefore, advisable to monitor digoxin concentrations in patients receiving ketoconazole.",digoxin,ketoconazole,advise,therefore advisable monitor DRUG concentrations patients receiving OTHER_DRUG .
1144,"When taken orally , imidazole compounds like ketoconazole may enhance the anticoagulant effect of coumarin-like drugs.",imidazole compounds,coumarin,effect,taken orally DRUG like ketoconazole may enhance anticoagulant effect OTHER_DRUG like drugs.
1145,"When taken orally , imidazole compounds like ketoconazole may enhance the anticoagulant effect of coumarin-like drugs.",ketoconazole,coumarin,effect,taken orally imidazole compounds like DRUG may enhance anticoagulant effect OTHER_DRUG like drugs.
1146,"In simultaneous treatment with imidazole drugs and coumarin drugs, the anticoagulant effect should be carefully titrated and monitored.",imidazole drugs,coumarin drugs,advise,simultaneous treatment DRUG OTHER_DRUG anticoagulant effect carefully titrated monitored.
1147,"Because severe hypoglycemia has been reported in patients concomitantly receiving oral miconazole (an imidazole) and oral hypoglycemic agents, such a potential interaction involving the latter agents when used concomitantly with ketoconazole tablets (an imidazole) can not be ruled out.",miconazole,hypoglycemic agents,effect,severe hypoglycemia reported patients concomitantly receiving oral DRUG (an imidazole) oral OTHER_DRUG potential interaction involving latter agents used concomitantly ketoconazole tablets (an imidazole) ruled out.
1148,Concomitant administration of ketoconazole tablets with phenytoin may alter the metabolism of one or both of the drugs.,ketoconazole,phenytoin,mechanism,Concomitant administration DRUG tablets OTHER_DRUG may alter metabolism one drugs.
1149,It is suggested to monitor both ketoconazole and phenytoin.,ketoconazole,phenytoin,advise,suggested monitor DRUG OTHER_DRUG .
1150,Concomitant administration of rifampin with ketoconazole tablets reduces the blood levels of the latter.,rifampin,ketoconazole,mechanism,Concomitant administration DRUG OTHER_DRUG tablets reduces blood levels latter.
1151,INH (Isoniazid) is also reported to affect ketoconazole concentrations adversely.,INH,ketoconazole,mechanism,DRUG (Isoniazid) also reported affect OTHER_DRUG concentrations adversely.
1152,INH (Isoniazid) is also reported to affect ketoconazole concentrations adversely.,Isoniazid,ketoconazole,mechanism,INH ( DRUG ) also reported affect OTHER_DRUG concentrations adversely.
1153,"After the coadministration of 200 mg oral ketoconazole twice daily and one 20 mg dose of loratadine to 11 subjects, the AUC and Cmax of loratadine averaged 302% (  142 S.D.) and 251% (  68 S.D.), respectively, of those obtained after co-treatment with placebo.",ketoconazole,loratadine,mechanism,coadministration 200 mg oral DRUG twice daily one 20 mg dose OTHER_DRUG 11 subjects AUC Cmax loratadine averaged 302% ( 142 S.D.) 251% ( 68 S.D.) respectively obtained co treatment placebo.
1154,"Although the occurrence has not been reported with Cefizox, nephrotoxicity has been reported following concomitant administration of other cephalosporins and aminoglycosides.",cephalosporins,aminoglycosides,effect,Although occurrence reported Cefizox nephrotoxicity reported following concomitant administration DRUG OTHER_DRUG .
1155,"Drugs that induce hepatic enzymes such as phenobarbital, phenytoin and rifampin may increase the clearance of corticosteroids and may require increases in corticosteroid dose to achieve the desired response.",phenobarbital,corticosteroids,mechanism,Drugs induce hepatic enzymes DRUG phenytoin rifampin may increase clearance OTHER_DRUG may require increases corticosteroid dose achieve desired response.
1156,"Drugs that induce hepatic enzymes such as phenobarbital, phenytoin and rifampin may increase the clearance of corticosteroids and may require increases in corticosteroid dose to achieve the desired response.",phenobarbital,corticosteroid,advise,Drugs induce hepatic enzymes DRUG phenytoin rifampin may increase clearance corticosteroids may require increases OTHER_DRUG dose achieve desired response.
1157,"Drugs that induce hepatic enzymes such as phenobarbital, phenytoin and rifampin may increase the clearance of corticosteroids and may require increases in corticosteroid dose to achieve the desired response.",phenytoin,corticosteroids,mechanism,Drugs induce hepatic enzymes phenobarbital DRUG rifampin may increase clearance OTHER_DRUG may require increases corticosteroid dose achieve desired response.
1158,"Drugs that induce hepatic enzymes such as phenobarbital, phenytoin and rifampin may increase the clearance of corticosteroids and may require increases in corticosteroid dose to achieve the desired response.",phenytoin,corticosteroid,advise,Drugs induce hepatic enzymes phenobarbital DRUG rifampin may increase clearance corticosteroids may require increases OTHER_DRUG dose achieve desired response.
1159,"Drugs that induce hepatic enzymes such as phenobarbital, phenytoin and rifampin may increase the clearance of corticosteroids and may require increases in corticosteroid dose to achieve the desired response.",rifampin,corticosteroids,mechanism,Drugs induce hepatic enzymes phenobarbital phenytoin DRUG may increase clearance OTHER_DRUG may require increases corticosteroid dose achieve desired response.
1160,"Drugs that induce hepatic enzymes such as phenobarbital, phenytoin and rifampin may increase the clearance of corticosteroids and may require increases in corticosteroid dose to achieve the desired response.",rifampin,corticosteroid,advise,Drugs induce hepatic enzymes phenobarbital phenytoin DRUG may increase clearance corticosteroids may require increases OTHER_DRUG dose achieve desired response.
1161,Drugs such as troleandomycin and ketoconazole may inhibit the metabolism of corticosteroids and thus decrease their clearance.,troleandomycin,corticosteroids,mechanism,Drugs DRUG ketoconazole may inhibit metabolism OTHER_DRUG thus decrease clearance.
1162,Drugs such as troleandomycin and ketoconazole may inhibit the metabolism of corticosteroids and thus decrease their clearance.,ketoconazole,corticosteroids,mechanism,Drugs troleandomycin DRUG may inhibit metabolism OTHER_DRUG thus decrease clearance.
1163,Corticosteroids may increase the clearance of chronic high dose aspirin.,Corticosteroids,aspirin,effect,DRUG may increase clearance chronic high dose OTHER_DRUG .
1164,This could lead to decreased salicylate serum levels or increase the risk of salicylate toxicity when corticosteroid is withdrawn.,salicylate,corticosteroid,effect,could lead decreased salicylate serum levels increase risk DRUG toxicity OTHER_DRUG withdrawn.
1165,Aspirin should be used cautiously in conjunction with cortico-steroids in patients suffering from hypopro-thrombinemia.,Aspirin,cortico-steroids,advise,DRUG used cautiously conjunction OTHER_DRUG patients suffering hypopro thrombinemia.
1166,The effect of corticosteroids on oral anticoagulants is variable.,corticosteroids,anticoagulants,effect,effect DRUG oral OTHER_DRUG variable.
1167,There are reports of enhanced as well as diminished effects of anticoagulants when given concurrently with corticosteroids.,anticoagulants,corticosteroids,effect,reports enhanced well diminished effects DRUG given concurrently OTHER_DRUG .
1168,Increased hepatotoxicity of acetaminophen by concomitant administration of caffeine in the rat.,acetaminophen,caffeine,effect,Increased hepatotoxicity DRUG concomitant administration OTHER_DRUG rat.
1169,Careful observations on hepatotoxicity are suggested when acetaminophen is prescribed with caffeine.,acetaminophen,caffeine,effect,Careful observations hepatotoxicity suggested DRUG prescribed OTHER_DRUG .
1170,"Co-administration of BOTOX and aminoglycosides or other agents interfering with neuromuscular transmission (e.g., curare-like compounds) should only be performed with caution as the effect of the toxin may be potentiated.",BOTOX,aminoglycosides,advise,Co administration DRUG OTHER_DRUG agents interfering neuromuscular transmission (e.g. curare like compounds) performed caution effect toxin may potentiated.
1171,"Co-administration of BOTOX and aminoglycosides or other agents interfering with neuromuscular transmission (e.g., curare-like compounds) should only be performed with caution as the effect of the toxin may be potentiated.",BOTOX,curare-like compounds,advise,Co administration DRUG aminoglycosides agents interfering neuromuscular transmission (e.g. OTHER_DRUG ) performed caution effect toxin may potentiated.
1172,Excessive neuromuscular weakness may be exacerbated by administration of another botulinum toxin prior to the resolution of the effects of a previously administered botulinum toxin.,botulinum toxin,botulinum toxin,effect,Excessive neuromuscular weakness may exacerbated administration another DRUG prior resolution effects previously administered OTHER_DRUG .
1173,Fluvoxamine increased mean alosetron plasma concentrations (AUC) approximately 6-fold and prolonged the half-life by approximately 3-fold.,Fluvoxamine,alosetron,mechanism,DRUG increased mean OTHER_DRUG plasma concentrations (AUC) approximately 6 fold prolonged half life approximately 3 fold.
1174,Concomitant administration of alosetron and fluvoxamine is contraindicated.,alosetron,fluvoxamine,advise,Concomitant administration DRUG OTHER_DRUG contraindicated.
1175,"Concomitant administration of alosetron and moderate CYP1A2 inhibitors, including quinolone antibiotics and cimetidine, has not been evaluated, but should be avoided unless clinically necessary because of similar potential drug interactions.",alosetron,quinolone antibiotics,advise,Concomitant administration DRUG moderate CYP1A2 inhibitors including OTHER_DRUG cimetidine evaluated avoided unless clinically necessary similar potential drug interactions.
1176,"Concomitant administration of alosetron and moderate CYP1A2 inhibitors, including quinolone antibiotics and cimetidine, has not been evaluated, but should be avoided unless clinically necessary because of similar potential drug interactions.",alosetron,cimetidine,advise,Concomitant administration DRUG moderate CYP1A2 inhibitors including quinolone antibiotics OTHER_DRUG evaluated avoided unless clinically necessary similar potential drug interactions.
1177,Ketoconazole increased mean alosetron plasma concentrations (AUC) by 29%.,Ketoconazole,alosetron,mechanism,DRUG increased mean OTHER_DRUG plasma concentrations (AUC) 29%.
1178,Caution should be used when alosetron and ketoconazole are administered concomitantly.,alosetron,ketoconazole,advise,Caution used DRUG OTHER_DRUG administered concomitantly.
1179,"Coadministration of alosetron and strong CYP3A4 inhibitors, such as clarithromycin, telithromycin, protease inhibitors, voriconazole, and itraconazole has not been evaluated but should be undertaken with caution because of similar potential drug interactions.",alosetron,clarithromycin,advise,Coadministration DRUG strong CYP3A4 inhibitors OTHER_DRUG telithromycin protease inhibitors voriconazole itraconazole evaluated undertaken caution similar potential drug interactions.
1180,"Coadministration of alosetron and strong CYP3A4 inhibitors, such as clarithromycin, telithromycin, protease inhibitors, voriconazole, and itraconazole has not been evaluated but should be undertaken with caution because of similar potential drug interactions.",alosetron,telithromycin,advise,Coadministration DRUG strong CYP3A4 inhibitors clarithromycin OTHER_DRUG protease inhibitors voriconazole itraconazole evaluated undertaken caution similar potential drug interactions.
1181,"Coadministration of alosetron and strong CYP3A4 inhibitors, such as clarithromycin, telithromycin, protease inhibitors, voriconazole, and itraconazole has not been evaluated but should be undertaken with caution because of similar potential drug interactions.",alosetron,protease inhibitors,advise,Coadministration DRUG strong CYP3A4 inhibitors clarithromycin telithromycin OTHER_DRUG voriconazole itraconazole evaluated undertaken caution similar potential drug interactions.
1182,"Coadministration of alosetron and strong CYP3A4 inhibitors, such as clarithromycin, telithromycin, protease inhibitors, voriconazole, and itraconazole has not been evaluated but should be undertaken with caution because of similar potential drug interactions.",alosetron,voriconazole,advise,Coadministration DRUG strong CYP3A4 inhibitors clarithromycin telithromycin protease inhibitors OTHER_DRUG itraconazole evaluated undertaken caution similar potential drug interactions.
1183,"Coadministration of alosetron and strong CYP3A4 inhibitors, such as clarithromycin, telithromycin, protease inhibitors, voriconazole, and itraconazole has not been evaluated but should be undertaken with caution because of similar potential drug interactions.",alosetron,itraconazole,advise,Coadministration DRUG strong CYP3A4 inhibitors clarithromycin telithromycin protease inhibitors voriconazole OTHER_DRUG evaluated undertaken caution similar potential drug interactions.
1184,"Although not studied with alosetron, inhibition of N-acetyltransferase may have clinically relevant consequences for drugs such as isoniazid, procainamide, and hydralazine.",alosetron,isoniazid,effect,Although studied DRUG inhibition N acetyltransferase may clinically relevant consequences drugs OTHER_DRUG procainamide hydralazine.
1185,"Although not studied with alosetron, inhibition of N-acetyltransferase may have clinically relevant consequences for drugs such as isoniazid, procainamide, and hydralazine.",alosetron,procainamide,effect,Although studied DRUG inhibition N acetyltransferase may clinically relevant consequences drugs isoniazid OTHER_DRUG hydralazine.
1186,"Although not studied with alosetron, inhibition of N-acetyltransferase may have clinically relevant consequences for drugs such as isoniazid, procainamide, and hydralazine.",alosetron,hydralazine,effect,Although studied DRUG inhibition N acetyltransferase may clinically relevant consequences drugs isoniazid procainamide OTHER_DRUG .
1187,Adenosine: Dipyridamole has been reported to increase the plasma levels and cardiovascular effects of adenosine.,Dipyridamole,adenosine,mechanism,Adenosine: DRUG reported increase plasma levels cardiovascular effects OTHER_DRUG .
1188,"Cholinesterase Inhibitors: Dipyridamole may counteract the anticholinesterase effect of cholinesterase inhibitors, thereby potentially aggravating myasthenia gravis.",Dipyridamole,cholinesterase inhibitors,effect,Cholinesterase Inhibitors: DRUG may counteract anticholinesterase effect OTHER_DRUG thereby potentially aggravating myasthenia gravis.
1189,"Anticholinergic agents: Although ipratropium bromide is minimally absorbed into the systemic circulation, there is some potential for an additive interaction with concomitantly used anticholinergic medications.",ipratropium bromide,anticholinergic medications,effect,Anticholinergic agents: Although DRUG minimally absorbed systemic circulation potential additive interaction concomitantly used OTHER_DRUG .
1190,Caution is therefore advised in the coadministration of ATROVENT Inhalation Aerosol with other anticholinergic-containing drugs.,ATROVENT,anticholinergic,advise,Caution therefore advised coadministration DRUG Inhalation Aerosol OTHER_DRUG containing drugs.
1191,[The effect of cimetidine on the renal excretion of verografin and iodamide in dogs] The intravenous injection of cimetidine in a dose of 20 mg/kg enhanced verografine and iodamide excretion in chronic canine experiments. ,cimetidine,verografine,mechanism,[The effect cimetidine renal excretion verografin iodamide dogs] intravenous injection DRUG dose 20 mg/kg enhanced OTHER_DRUG iodamide excretion chronic canine experiments.
1192,[The effect of cimetidine on the renal excretion of verografin and iodamide in dogs] The intravenous injection of cimetidine in a dose of 20 mg/kg enhanced verografine and iodamide excretion in chronic canine experiments. ,cimetidine,iodamide,mechanism,[The effect cimetidine renal excretion verografin iodamide dogs] intravenous injection DRUG dose 20 mg/kg enhanced verografine OTHER_DRUG excretion chronic canine experiments.
1193,"Misonidazole protects mouse tumour and normal tissues from the toxicity of oral CCNU.
",Misonidazole,CCNU,effect,DRUG protects mouse tumour normal tissues toxicity oral OTHER_DRUG .
1194,Misonidazole reduced the antitumour activity of oral CCNU by dose modifying factors (DMF) of 0.58-0.71. ,Misonidazole,CCNU,effect,DRUG reduced antitumour activity oral OTHER_DRUG dose modifying factors (DMF) 0.58 0.71.
1195,Misonidazole has a complex effect on oral CCNU pharmacokinetics. ,Misonidazole,CCNU,mechanism,DRUG complex effect oral OTHER_DRUG pharmacokinetics.
1196,We propose these pharmacokinetic changes to be the underlying mechanism for the reduction of oral CCNU cytotoxicity by misonidazole. ,CCNU,misonidazole,mechanism,propose pharmacokinetic changes underlying mechanism reduction oral DRUG cytotoxicity OTHER_DRUG .
1197,"An encephalopathic syndrome (characterized by weakness, lethargy, fever, tremulousness and confusion, extrapyramidal symptoms, leukocytosis, elevated serum enzymes, BUN, and FBS) followed by irreversible brain damage has occurred in a few patients treated with lithium plus HALDOL.",lithium,HALDOL,effect,encephalopathic syndrome (characterized weakness lethargy fever tremulousness confusion extrapyramidal symptoms leukocytosis elevated serum enzymes BUN FBS) followed irreversible brain damage occurred patients treated DRUG plus OTHER_DRUG .
1198,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",antipsychotic agents,CNS depressants,effect,DRUG noted HALDOL may capable potentiating OTHER_DRUG anesthetics opiates alcohol.
1199,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",antipsychotic agents,anesthetics,effect,DRUG noted HALDOL may capable potentiating CNS depressants OTHER_DRUG opiates alcohol.
1200,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",antipsychotic agents,opiates,effect,DRUG noted HALDOL may capable potentiating CNS depressants anesthetics OTHER_DRUG alcohol.
1201,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",antipsychotic agents,alcohol,effect,DRUG noted HALDOL may capable potentiating CNS depressants anesthetics opiates OTHER_DRUG .
1202,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",HALDOL,CNS depressants,effect,antipsychotic agents noted DRUG may capable potentiating OTHER_DRUG anesthetics opiates alcohol.
1203,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",HALDOL,anesthetics,effect,antipsychotic agents noted DRUG may capable potentiating CNS depressants OTHER_DRUG opiates alcohol.
1204,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",HALDOL,opiates,effect,antipsychotic agents noted DRUG may capable potentiating CNS depressants anesthetics OTHER_DRUG alcohol.
1205,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",HALDOL,alcohol,effect,antipsychotic agents noted DRUG may capable potentiating CNS depressants anesthetics opiates OTHER_DRUG .
1206,"In a study of 12 schizophrenic patients coadministered oral haloperidol and rifampin, plasma haloperidol levels were decreased by a mean of 70% and mean scores on the Brief Psychiatric Rating Scale were increased from baseline.",haloperidol,rifampin,mechanism,study 12 schizophrenic patients coadministered oral DRUG OTHER_DRUG plasma haloperidol levels decreased mean 70% mean scores Brief Psychiatric Rating Scale increased baseline.
1207,"In 5 other schizophrenic patients treated with oral haloperidol and rifampin, discontinuation of rifampin produced a mean 3.3-fold increase in haloperidol concentrations.",rifampin,haloperidol,mechanism,5 schizophrenic patients treated oral haloperidol rifampin discontinuation DRUG produced mean 3.3 fold increase OTHER_DRUG concentrations.
1208,"Thus, careful monitoring of clinical status is warranted when rifampin is administered or discontinued in haloperidol-treated patients.",rifampin,haloperidol,advise,Thus careful monitoring clinical status warranted DRUG administered discontinued OTHER_DRUG treated patients.
1209,apomorphine - prior ingestion of diphenidol may decrease the emetic response to apomorphine in the treatment of poisoning.,diphenidol,apomorphine,effect,apomorphine prior ingestion DRUG may decrease emetic response OTHER_DRUG treatment poisoning.
1210,"In a placebo-controlled trial in normal volunteers, the administration of a single 1 mg dose of doxazosin on day 1 of a four-day regimen of oral cimetidine (400 mg twice daily) resulted in a 10% increase in mean AUC of doxazosin (p=0.006), and a slight but not statistically significant increase in mean Cmax and mean half-life of doxazosin.",doxazosin,cimetidine,mechanism,placebo controlled trial normal volunteers administration single 1 mg dose DRUG day 1 four day regimen oral OTHER_DRUG (400 mg twice daily) resulted 10% increase mean AUC doxazosin (p=0.006) slight statistically significant increase mean Cmax mean half life doxazosin.
1211,MAO inhibitors prolong and intensify the anticholinergic effects of antihistamines.,MAO inhibitors,antihistamines,effect,DRUG prolong intensify anticholinergic effects OTHER_DRUG .
1212,"Antihistamines may have additive effects with alcohol and other CNS depressants, e.g., hypnotics, sedatives, tranquilizers, antianxiety agents.",Antihistamines,alcohol,effect,DRUG may additive effects OTHER_DRUG CNS depressants e.g. hypnotics sedatives tranquilizers antianxiety agents.
1213,"Antihistamines may have additive effects with alcohol and other CNS depressants, e.g., hypnotics, sedatives, tranquilizers, antianxiety agents.",Antihistamines,CNS depressants,effect,DRUG may additive effects alcohol OTHER_DRUG e.g. hypnotics sedatives tranquilizers antianxiety agents.
1214,"Antihistamines may have additive effects with alcohol and other CNS depressants, e.g., hypnotics, sedatives, tranquilizers, antianxiety agents.",Antihistamines,hypnotics,effect,DRUG may additive effects alcohol CNS depressants e.g. OTHER_DRUG sedatives tranquilizers antianxiety agents.
1215,"Antihistamines may have additive effects with alcohol and other CNS depressants, e.g., hypnotics, sedatives, tranquilizers, antianxiety agents.",Antihistamines,sedatives,effect,DRUG may additive effects alcohol CNS depressants e.g. hypnotics OTHER_DRUG tranquilizers antianxiety agents.
1216,"Antihistamines may have additive effects with alcohol and other CNS depressants, e.g., hypnotics, sedatives, tranquilizers, antianxiety agents.",Antihistamines,tranquilizers,effect,DRUG may additive effects alcohol CNS depressants e.g. hypnotics sedatives OTHER_DRUG antianxiety agents.
1217,"Antihistamines may have additive effects with alcohol and other CNS depressants, e.g., hypnotics, sedatives, tranquilizers, antianxiety agents.",Antihistamines,antianxiety agents,effect,DRUG may additive effects alcohol CNS depressants e.g. hypnotics sedatives tranquilizers OTHER_DRUG .
1218,The addition of 540 mg/kg/day of cromolyn sodium (approximately 340 times the maximum recommended daily inhalation dose in adults on a mg/m2 basis) to 2.7 mg/kg/day of isoproterenol (approximately 7 times the maximum recommended daily inhalation dose in adults on a mg/m2 basis) appears to have increased the incidence of both resorptions and malformations.,cromolyn sodium,isoproterenol,effect,addition 540 mg/kg/day DRUG (approximately 340 times maximum recommended daily inhalation dose adults mg/m2 basis) 2.7 mg/kg/day OTHER_DRUG (approximately 7 times maximum recommended daily inhalation dose adults mg/m2 basis) appears increased incidence resorptions malformations.
1219,Co-administration of naltrexone with Acamprosate produced a 25% increase in AUC and a 33% increase in the Cmax of acamprosate.,naltrexone,Acamprosate,mechanism,Co administration DRUG OTHER_DRUG produced 25% increase AUC 33% increase Cmax acamprosate.
1220,"Patients taking Acamprosate concomitantly with antidepressants more commonly reported both weight gain and weight loss, compared with patients taking either medication alone.",Acamprosate,antidepressants,effect,Patients taking DRUG concomitantly OTHER_DRUG commonly reported weight gain weight loss compared patients taking either medication alone.
1221,All vasopressors should be used cautiously in patients taking monoamine oxidase (MAO) inhibitors.,vasopressors,monoamine oxidase (MAO) inhibitors,advise,DRUG used cautiously patients taking OTHER_DRUG .
1222,Epinephrine should not be administered concomitantly with other sympathomimetic drugs (such as isoproterenol) because of possible additive effects and increased toxicity.,Epinephrine,sympathomimetic drugs,advise,DRUG administered concomitantly OTHER_DRUG (such isoproterenol) possible additive effects increased toxicity.
1223,Epinephrine should not be administered concomitantly with other sympathomimetic drugs (such as isoproterenol) because of possible additive effects and increased toxicity.,Epinephrine,isoproterenol,advise,DRUG administered concomitantly sympathomimetic drugs (such OTHER_DRUG ) possible additive effects increased toxicity.
1224,"Administration of epinephrine to patients receiving cyclopropane or halogenated hydrocarbon general anesthetics such as halothane which sensitize the myocardium, may induce cardiac arrhythmia..",epinephrine,cyclopropane,effect,Administration DRUG patients receiving OTHER_DRUG halogenated hydrocarbon general anesthetics halothane sensitize myocardium may induce cardiac arrhythmia..
1225,"Administration of epinephrine to patients receiving cyclopropane or halogenated hydrocarbon general anesthetics such as halothane which sensitize the myocardium, may induce cardiac arrhythmia..",epinephrine,halogenated hydrocarbon general anesthetics,effect,Administration DRUG patients receiving cyclopropane OTHER_DRUG halothane sensitize myocardium may induce cardiac arrhythmia..
1226,"Administration of epinephrine to patients receiving cyclopropane or halogenated hydrocarbon general anesthetics such as halothane which sensitize the myocardium, may induce cardiac arrhythmia..",epinephrine,halothane,effect,Administration DRUG patients receiving cyclopropane halogenated hydrocarbon general anesthetics OTHER_DRUG sensitize myocardium may induce cardiac arrhythmia..
1227,"Epinephrine also should be used cautiously with other drugs (e.g., digitalis, glycosides) that sensitize the myocardium to the actions of sympathomimetic drugs.",Epinephrine,digitalis,advise,DRUG also used cautiously drugs (e.g. OTHER_DRUG glycosides) sensitize myocardium actions sympathomimetic drugs.
1228,"Epinephrine also should be used cautiously with other drugs (e.g., digitalis, glycosides) that sensitize the myocardium to the actions of sympathomimetic drugs.",Epinephrine,glycosides,advise,DRUG also used cautiously drugs (e.g. digitalis OTHER_DRUG ) sensitize myocardium actions sympathomimetic drugs.
1229,Diuretic agents may decrease vascular response to pressor drugs such as epinephrine.,Diuretic agents,epinephrine,effect,DRUG may decrease vascular response pressor drugs OTHER_DRUG .
1230,Epinephrine may antagonize the neuron blockade produced by guanethidine resulting in decreased antihypertensive effect and requiring increased dosage of the latter.,Epinephrine,guanethidine,effect,DRUG may antagonize neuron blockade produced OTHER_DRUG resulting decreased antihypertensive effect requiring increased dosage latter.
1231,"CANCIDAS reduced the blood AUC0-12 of tacrolimus by approximately 20%, peak blood concentration (Cmax) by 16%, and 12-hour blood concentration (C12hr) by 26% in healthy subjects when tacrolimus (2 doses of 0.1 mg/kg 12 hours apart) was administered on the 10th day of CANCIDAS 70 mg daily, as compared to results from a control period in which tacrolimus was administered alone.",CANCIDAS,tacrolimus,mechanism,DRUG reduced blood AUC0 12 OTHER_DRUG approximately 20% peak blood concentration (Cmax) 16% 12 hour blood concentration (C12hr) 26% healthy subjects tacrolimus (2 doses 0.1 mg/kg 12 hours apart) administered 10th day CANCIDAS 70 mg daily compared results control period tacrolimus administered alone.
1232,"In two clinical studies, cyclosporine (one 4 mg/kg dose or two 3 mg/kg doses) increased the AUC of caspofungin by approximately 35%.",cyclosporine,caspofungin,mechanism,two clinical studies DRUG (one 4 mg/kg dose two 3 mg/kg doses) increased AUC OTHER_DRUG approximately 35%.
1233,There were transient increases in liver ALT and AST when CANCIDAS and cyclosporine were co-administered.,CANCIDAS,cyclosporine,effect,transient increases liver ALT AST DRUG OTHER_DRUG co administered.
1234,A drug-drug interaction study with rifampin in healthy volunteers has shown a 30% decrease in caspofungin trough concentrations.,rifampin,caspofungin,mechanism,drug drug interaction study DRUG healthy volunteers shown 30% decrease OTHER_DRUG trough concentrations.
1235,Patients on rifampin should receive 70 mg of CANCIDAS daily.,rifampin,CANCIDAS,advise,Patients DRUG receive 70 mg OTHER_DRUG daily.
1236,"In addition, results from regression analyses of patient pharmacokinetic data suggest that co-administration of other inducers of drug clearance (efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine) with CANCIDAS may result in clinically meaningful reductions in caspofungin concentrations.",efavirenz,CANCIDAS,mechanism,addition results regression analyses patient pharmacokinetic data suggest co administration inducers drug clearance ( DRUG nevirapine phenytoin dexamethasone carbamazepine) OTHER_DRUG may result clinically meaningful reductions caspofungin concentrations.
1237,"In addition, results from regression analyses of patient pharmacokinetic data suggest that co-administration of other inducers of drug clearance (efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine) with CANCIDAS may result in clinically meaningful reductions in caspofungin concentrations.",nevirapine,CANCIDAS,mechanism,addition results regression analyses patient pharmacokinetic data suggest co administration inducers drug clearance (efavirenz DRUG phenytoin dexamethasone carbamazepine) OTHER_DRUG may result clinically meaningful reductions caspofungin concentrations.
1238,"In addition, results from regression analyses of patient pharmacokinetic data suggest that co-administration of other inducers of drug clearance (efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine) with CANCIDAS may result in clinically meaningful reductions in caspofungin concentrations.",phenytoin,CANCIDAS,mechanism,addition results regression analyses patient pharmacokinetic data suggest co administration inducers drug clearance (efavirenz nevirapine DRUG dexamethasone carbamazepine) OTHER_DRUG may result clinically meaningful reductions caspofungin concentrations.
1239,"In addition, results from regression analyses of patient pharmacokinetic data suggest that co-administration of other inducers of drug clearance (efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine) with CANCIDAS may result in clinically meaningful reductions in caspofungin concentrations.",dexamethasone,CANCIDAS,mechanism,addition results regression analyses patient pharmacokinetic data suggest co administration inducers drug clearance (efavirenz nevirapine phenytoin DRUG carbamazepine) OTHER_DRUG may result clinically meaningful reductions caspofungin concentrations.
1240,"In addition, results from regression analyses of patient pharmacokinetic data suggest that co-administration of other inducers of drug clearance (efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine) with CANCIDAS may result in clinically meaningful reductions in caspofungin concentrations.",carbamazepine,CANCIDAS,mechanism,addition results regression analyses patient pharmacokinetic data suggest co administration inducers drug clearance (efavirenz nevirapine phenytoin dexamethasone DRUG ) OTHER_DRUG may result clinically meaningful reductions caspofungin concentrations.
